housing_type;district;rooms;is_studio;total_area;living_area;kitchen_area;floor;num_floors;bathrooms_type;num_loggia;num_balcony;kitchen_and_living;condition;ceiling_height;nearest_metro_st;minutes_to_metro;num_freight_lift;num_passenger_lift;parking_type;building_type;furniture;price;deal_type;house_completion_year;first_floor_is_com;playground
Новостройка;Кстовский;2;Нет;46,26396232;20,66184477;15,75849456;2,044780297;15,19630805;Раздельный;0;0;Да;Чистовая;2.7 ;Нет;;1,013791826;0,969950558;Открытая;Панельный;Нет;7 410 178;Свободная продажа;1988,34433;Да;Да
Новостройка;Нижегородский;3;Нет;87,8334451;37,31467091;28,4732982;3,008095243;14,65767728;Совмещенный;0;1;Да;Предчистовая;3 ;Нет;;1,03259847;0,998950886;Подземная, открытая;Монолитный;Нет;21 043 377;Долевое участие (214-ФЗ);1986,54573;Да;Да
Новостройка;Нижегородский;1;Нет;66,2759155;52,62688667;5,597478264;3,937258614;6,124791453;Совмещенный;0;1;Да;Без отделки;2.7 ;Горьковская;12;1,037250381;1,01441197;Подземная, открытая;Монолитно-кирпичный;Нет;28 372 001;Долевое участие (214-ФЗ);1969,320432;Да;Да
Новостройка;Приокский;2;Нет;50,22792387;25,96077428;10,79213128;1,005249501;3,937246222;Совмещенный;0;0;Да;Предчистовая;2.7 ;Нет;;0,971685021;1,049457722;Открытая;Монолитный;Нет;6 110 648;Долевое участие (214-ФЗ);2033,197201;Да;Да
Новостройка;Приокский;1;Нет;54,78847327;35,35430647;4,739530669;2,091630338;3,867390173;Совмещенный;0;0;Да;Предчистовая;2.7 ;Нет;;0,959213511;1,000319113;Открытая;Монолитный;Нет;5 925 948;Долевое участие (214-ФЗ);1969,669223;Да;Да
Вторичка;Нижегородский;1;Нет;32,94087652;18,29633976;5,870443628;5,14961329;5,039253957;Совмещенный;0;1;Нет;Евро;2.5 ;Нет;;0;0;Открытая;Кирпичный;Да;6 471 727;Свободная продажа;1601,244014;Нет;Да
Вторичка;Автозаводский;2;Нет;43,16390808;26,75559849;7,233237819;4,903321692;10,07598467;Совмещенный;1;0;Нет;Евро;2.7 ;Парк культуры;17;1,037850344;0;Открытая;Блочный;Да;8 688 688;Альтернативная;2041,146605;Нет;Да
Вторичка;Сормовский;1;Нет;42,56999392;16,86647244;11,3945221;10,61529887;11,54256997;Совмещенный;1;0;Нет;Дизайнерский;2.6 ;Нет;;1,018190798;0,974999021;Открытая;Панельный;Да;5 771 714;Альтернативная;1904,301391;Нет;Да
Вторичка;Автозаводский;2;Нет;37,19420485;28,54424986;5,173638737;8,324789823;9,001476182;Раздельный;0;0;Нет;Требует ремонта;2.5 ;Комсосмольская;20;1,034409215;0,967602966;Открытая;Кирпичный;Да;4 140 011;Свободная продажа;1967,387908;Нет;Да
Новостройка;Нижегородский;3;Нет;112,2663757;52,82964915;27,69635341;8,555590328;8,705995961;Раздельный;0;0;Да;Без отделки;2.7 ;Горьковская;8;0,966099581;1,027723347;Подземная;Монолитный;Нет;36 395 263;Долевое участие (214-ФЗ);2114,128167;Да;Да
Вторичка;Канавинский ;1;Нет;43,7885919;29,17029058;11,4002324;9,36287779;11,69731697;Совмещенный;1;0;Нет;Косметический;2.5 ;Нет;;0,958570675;1,046981494;Открытая;Панельный;Да;7 569 444;Свободная продажа;1984,911328;Нет;Нет
Новостройка;Автозаводский;2;Нет;67,42293589;24,508072;22,61938128;4,873175975;8,166181322;Раздельный;0;2;Да;Предчистовая;3;Парк культуры;21;0,99092832;1,018735648;Открытая;Монолитно-кирпичный;Нет;11 467 310;Долевое участие (214-ФЗ);2081,022683;Да;Да
Новостройка;Приокский;1;Нет;37,1001965;13,06158233;15,82051374;9,229480215;17,02504467;Совмещенный;1;0;Да;Предчистовая;2.7 ;Нет;;1,030874803;0,956006317;Подземная;Монолитно-кирпичный;Нет;8 983 099;Долевое участие (214-ФЗ);1981,191179;Да;Да
Вторичка;Нижегородский;3;Нет;75,0194346;51,45837847;7,913236095;3,839242555;5,245834409;Раздельный;0;0;Нет;Косметический;2.7 ;Нет;;0;0;Открытая;Кирпичный;Да;13 190 282;Свободная продажа;1970,670054;Нет;Да
Вторичка;Нижегородский;1;Нет;29,69945287;12,64943435;9,068156207;2,062728609;8,624505422;Совмещенный;1;0;Нет;Косметический;2.5 ;Горького;14;0;1,026614011;Открытая;Кирпичный;Да;7 967 001;Свободная продажа;1961,799662;Нет;Нет
Вторичка;Ленинский;2;Нет;51,29069263;28,96313437;7,393664411;4,172559326;9,383855948;Раздельный;1;0;Нет;Евро;2.5 ;Заречная;13;0;1,047179295;Открытая;Кирпичный;Да;8 613 872;Свободная продажа;1932,963632;Нет;Да
Новостройка;Московский;2;Нет;54,42271492;24,46780023;17,81520034;5,719090606;25,7124102;Раздельный;0;0;Да;Без отделки;2.7 ;Буревестник;16;0,968924109;0,996973662;Открытая;Кирпичный;Нет;9 384 565;Долевое участие (214-ФЗ);1983,033364;Да;Да
Вторичка;Канавинский ;1;Нет;29,52114452;16,87875037;6,268468187;4,030017526;4,888396337;Совмещенный;0;1;Нет;Евро;2.5 ;Нет;;0;0;Открытая;Кирпичный;Да;4 425 139;Альтернативная;1909,268131;Нет;Да
Вторичка;Автозаводский;2;Нет;40,72806547;27,72682738;5,597731504;3,0270096;5,165105042;Совмещенный;0;0;Нет;Косметический;2.5 ;Парк культуры;14;0;0;Открытая;Кирпичный;Нет;4 483 715;Альтернативная;1887,116822;Нет;Нет
Вторичка;Нижегородский;3;Нет;56,29098466;39,92208379;6,87399278;3,090547429;5,207322954;Совмещенный;0;1;Нет;Косметический;2.8 ;Нет;;0;0;Открытая;Кирпичный;Да;6 180 301;Свободная продажа;1960,338854;Нет;Да
Новостройка;Нижегородский;1;Нет;49,97479533;14,00928414;19,91818115;9,259580283;26,24378956;Совмещенный;1;0;Да;Предчистовая;3 ;Нет;;1,033500144;1,977605822;Подземная, открытая;Монолитный;Нет;12 789 019;Долевое участие (214-ФЗ);1985,523101;Да;Да
Вторичка;Канавинский ;2;Нет;37,94086575;26,04129325;4,099073789;2,021796573;2,907014657;Совмещенный;0;0;Нет;Косметический;2.6;Нет;;0;0;Открытая;Кирпичный;Да;3 607 712;Свободная продажа;1903,786063;Нет;Да
Вторичка;Кстовский;1;Нет;35,56370679;12,49116433;16,72996682;9,543694375;23,84879935;Совмещенный;0;0;Да;Евро;2.7 ;Нет;;1,033753985;1,907358687;Открытая;Монолитный;Нет;5 813 461;Свободная продажа;2033,041661;Да;Да
Вторичка;Канавинский;1;Нет;21,08391285;11,94400447;2,990370888;1,92426988;2,860029971;Совмещенный;0;0;Нет;Косметический;2.6;Нет;;0;0;Открытая;Кирпичный;Нет;3 330 395;Свободная продажа;1887,603136;Нет;Нет
Вторичка;Советский;2;Нет;69,93646969;56,72014046;13,81756913;8,795737386;22,24093077;Совмещенный;1;1;Да;Дизайнерский;2.8 ;Горьковская;15;0,971186053;0,96874342;Подземная, открытая;Монолитный;Да;20 395 347;Свободная продажа;1974,857349;Да;Да
Новостройка;Московский;1;Нет;42,58414564;12,4860096;20,15475352;4,839163076;19,53455656;Совмещенный;0;0;Да;Без отделки;2.7 ;Буревестник;16;1,038414221;1,00530089;Открытая;Кирпичный;Нет;7 003 090;Долевое участие (214-ФЗ);2041,582718;Да;Да
Новостройка;Автозаводский;1;Нет;46,11045686;11,37450192;18,91570233;3,149857139;8,307879425;Совмещенный;0;1;Да;Предчистовая;2.7 ;Парк культуры;21;1,048059123;0,966773345;Открытая;Монолитно-кирпичный;Нет;8 384 294;Долевое участие (214-ФЗ);2123,456603;Да;Да
Новостройка;Сормовский;1;Нет;37,29673073;13,09579078;13,95480148;13,33136461;18,0534483;Совмещенный;0;0;Да;Без отделки;2.5 ;Нет;;1,015674937;1,032328334;Открытая;Монолитный;Нет;6 885 577;Долевое участие (214-ФЗ);1952,512532;Да;Да
Вторичка;Сормовский;2;Нет;43,41103017;33,92121902;5,76789054;5,036355597;5,130263182;Совмещенный;0;0;Нет;Косметический;2.5 ;Нет;;0;0;Открытая;Кирпичный;Нет;5 040 988;Альтернативная;1920,723323;Нет;Да
Новостройка;Нижегородский;1;Нет;40,51601584;13,39591212;15,82736057;6,007994865;19,29899181;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1,00018397;1,014561118;Подземная, открытая;Монолитный;Нет;5 867 155;Долевое участие (214-ФЗ);2073,658972;Да;Да
Вторичка;Автозаводский;4;Нет;85,94448357;60,06988635;6,983585267;2,053053712;3,851094643;Совмещенный;0;0;Нет;Косметический;3 ;Парк культуры;4;0;0;Открытая;Кирпичный;Нет;6 526 969;Свободная продажа;1866,115076;Нет;Нет
Вторичка;Московский;2;Нет;68,69775622;40,66611456;11,48480963;7,333087058;9,993027571;Совмещенный;0;1;Нет;Евро;2.7 ;Московская;5;0;0,957560982;Открытая;Кирпичный;Да;12 949 063;Свободная продажа;2095,166957;Нет;Да
Вторичка;Автозаводский;1;Да;23,67149571;19,58513747;4,819783624;4,046455177;4,19262436;Совмещенный;0;0;Да;Евро;2.8 ;Парк культуры;3;0;0;Открытая;Кирпичный;Да;3 712 818;Свободная продажа;1989,445123;Нет;Да
Вторичка;Канавинский ;2;Нет;65,24285223;35,0999061;13,68268979;6,123082903;15,25218028;Совмещенный;1;0;Нет;Евро;2.8 ;Нет;;0,975520733;1,02406909;Открытая;Блочный;Да;11 789 061;Альтернативная;2082,183183;Нет;Да
Вторичка;Сормовский;3;Нет;59,17696423;51,0502226;7,175780008;5,95140342;8,969092827;Раздельный;1;0;Нет;Требует ремонта;2.6;Нет;;0;0,995311747;Открытая;Панельный;Нет;7 939 638;Свободная продажа;2086,044435;Нет;Да
Вторичка;Нижегородский;3;Нет;71,19797204;37,4960888;8,709648487;8,248606017;8,849287265;Раздельный;1;1;Нет;Требует ремонта;2.6;Нет;;0;0,954586051;Открытая;Панельный;Нет;7 394 901;Свободная продажа;2009,509227;Нет;Нет
Вторичка;Канавинский ;2;Нет;67,45917898;37,75288899;13,56932962;6,172129594;15,99946439;Совмещенный;1;0;Нет;Евро;2.8 ;Нет;;0,993647167;0,988030724;Открытая;Блочный;Да;11 463 858;Альтернативная;1997,386785;Нет;Да
Вторичка;Нижегородский;1;Нет;32,53328022;16,09197234;5,817898239;2,02810908;9,434096637;Совмещенный;0;0;Нет;Косметический;2.5 ;Горьковская;7;1,044545544;0,986186683;Открытая;Кирпичный;Да;8 197 185;Свободная продажа;1918,324346;Нет;Да
Новостройка;Кстовский;2;Нет;47,76452184;21,27528923;15,57972169;1,995781686;26,20566167;Раздельный;0;0;Да;Чистовая;2.7 ;Нет;;1,027322947;2,06685576;Подземная;Монолитный;Нет;7 219 199;Свободная продажа;2055,668424;Да;Да
