housing_type;district;rooms;is_studio;total_area;living_area;kitchen_area;floor;num_floors;bathrooms_type;num_loggia;num_balcony;kitchen_and_living;condition;ceiling_height;nearest_metro_st;minutes_to_metro;num_freight_lift;num_passenger_lift;parking_type;building_type;furniture;price;deal_type;house_completion_year;first_floor_is_com;playground
Вторичка;Сормовский;3;Нет;38,64839688;25,65838485;6,354909523;2,040998531;2,026218813;Совмещенный;0;0;Нет;Требует ремонта;3 ;Нет;;0;0;Открытая;Кирпичный;Да;3 018 550;Свободная продажа;1971,067425;Нет;Да
Новостройка;Приокский;2;Нет;47,33611836;25,73241879;10,15133667;1,932581686;3,92243092;Совмещенный;0;0;Да;Предчистовая;2.7 ;Нет;;0,976587268;1,012728627;Открытая;Монолитный;Нет;6 606 737;Долевое участие (214-ФЗ);2019,164097;Да;Да
Новостройка;Нижегородский;2;Нет;65,506783;42,33297746;10,21893725;6,250766635;22,86767752;Раздельный;1;0;Да;Предчистовая;2.7 ;Нет;;0,958646353;0,966571133;Подземная, открытая;Монолитный;Нет;13 111 882;Свободная продажа;2099,112285;Да;Да
Новостройка;Московский;2;Нет;56,54001588;23,40919685;19,57325843;5,943589869;25,85294967;Раздельный;0;0;Да;Без отделки;2.7 ;Буревестник;16;0,997536429;0,985933157;Открытая;Кирпичный;Нет;8 992 377;Долевое участие (214-ФЗ);1983,054465;Да;Да
Новостройка;Нижегородский;1;Нет;40,37149083;13,78471575;14,1925047;1,942545246;12,45359695;Совмещенный;0;0;Да;Предчистовая;3 ;Нет;;0,975309195;1,021161914;Подземная, открытая;Монолитный;Нет;10 252 346;Долевое участие (214-ФЗ);1977,79713;Да;Да
Вторичка;Нижегородский;2;Нет;46,4753018;27,97029293;6,854646933;0,952452003;8,843151212;Совмещенный;0;0;Нет;Косметический;2.5 ;Горьковская ;13;0;0,994818738;Открытая;Кирпичный;Нет;7 894 945;Свободная продажа;1914,243315;Нет;Да
Вторичка;Автозаводский;3;Нет;58,92384209;43,44260966;5,3780859;5,242995255;4,957398589;Раздельный;0;1;Нет;Евро;2.6 ;Нет;;0;0;Открытая;Кирпичный;Да;4 889 034;Свободная продажа;2014,479663;Нет;Да
Новостройка;Кстовский;1;Да;19,60247981;9,242339557;5,061391439;18,37801857;25,64661109;Совмещенный;0;0;Да;Предчистовая;2.7 ;Нет;;1,02751879;1,028966182;Открытая;Монолитный;Нет;3 744 567;Долевое участие (214-ФЗ);2049,903616;Да;Да
Вторичка;Канавинский ;1;Нет;29,13950955;15,16349374;6,016469767;3,034787243;8,748677832;Совмещенный;0;0;Нет;Дизайнерский;2.5 ;Московская;11;0;1,003947703;Открытая;Кирпичный;Да;8 001 382;Свободная продажа;2010,991152;Нет;Да
Новостройка;Нижегородский;1;Нет;32,13615428;10,43197217;15,69648887;8,074841229;13,44138289;Совмещенный;0;0;Да;Без отделки;2.7;Нет;;0,967754779;0,961388157;Подземная;Монолитно-кирпичный;Нет;7 447 778;Долевое участие (214-ФЗ);2028,029969;Да;Да
Новостройка;Нижегородский;2;Нет;58,83160957;25,12149898;14,56436713;10,012388;18,16946998;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;0,96652957;0,954476262;Подземная, открытая;Монолитный;Нет;8 655 736;Долевое участие (214-ФЗ);1971,426894;Да;Да
Новостройка;Нижегородский;1;Нет;38,91282397;13,06285973;14,69536298;2,049123005;18,64303356;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1,013762145;1,018585968;Подземная, открытая;Монолитный;Нет;6 079 530;Долевое участие (214-ФЗ);1927,124256;Да;Да
Новостройка;Ленинский;1;Нет;35,82978607;14,22397416;10,15006369;3,906789007;14,45915586;Совмещенный;1;0;Да;Чистовая;2.7 ;Пролетарская;14;0,98344006;1,008151761;Подземная, открытая;Монолитно-кирпичный;Нет;6 244 408;Долевое участие (214-ФЗ);2121,385724;Да;Да
Вторичка;Автозаводский;2;Нет;48,93172419;28,06134133;8,934799221;2,889296842;5,218488824;Раздельный;0;0;Нет;Требует ремонта;3 ;Кировская ;20;0;0;Открытая;Кирпичный;Нет;7 106 519;Свободная продажа;1845,850871;Нет;Да
Вторичка;Нижегородский;3;Нет;97,85472605;57,31421702;13,97743065;11,36641863;15,70235835;Раздельный;1;0;Нет;Евро;2.8 ;Нет;;0,975534266;1,90661689;Открытая;Кирпичный;Да;15 092 531;Свободная продажа;2094,224504;Нет;Да
Вторичка;Автозаводский;3;Нет;58,22903672;44,01573275;5,020540054;4,95304099;5,13858912;Раздельный;0;1;Нет;Евро;2.6 ;Нет;;0;0;Открытая;Кирпичный;Да;4 702 974;Свободная продажа;1937,190529;Нет;Да
Вторичка;Автозаводский;1;Нет;32,0524346;18,76268098;6,071641608;2,023910396;5,048162879;Совмещенный;0;1;Нет;Косметический;2.6 ;Нет;;0;0;Открытая;Панельный;Нет;3 944 226;Свободная продажа;2002,253473;Нет;Да
Новостройка;Советский;1;Нет;34,16207941;21,97142492;3,701301496;3,855392888;16,66574719;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1,048495445;1,989338978;Открытая;Монолитно-кирпичный;Нет;8 073 576;Долевое участие (214-ФЗ);2101,279155;Да;Да
Новостройка;Московский;3;Нет;69,57906388;37,22817181;18,09883478;17,31345791;20,30304113;Совмещенный, Раздельный;0;0;Да;Без отделки;3 ;Бурнаковская;17;1,002685234;2,995605802;Открытая;Монолитно-кирпичный;Нет;11 392 519;Свободная продажа;1931,254981;Да;Да
Вторичка;Канавинский ;1;Нет;46,12545427;17,74711785;10,90135579;12,1387612;13,56680477;Раздельный;1;0;Нет;Евро;2.6 ;Нет;;1,031157682;1,009433511;Открытая;Монолитный;Да;4 881 690;Свободная продажа;1976,868851;Нет;Да
Новостройка;Ленинский;1;Нет;35,51943356;15,4162854;9,592029205;4,123091801;14,06977513;Совмещенный;1;0;Да;Чистовая;2.7 ;Пролетарская;14;1,00151565;0,953010524;Подземная, открытая;Монолитно-кирпичный;Нет;6 325 255;Долевое участие (214-ФЗ);2009,153217;Да;Да
Вторичка;Московский;1;Нет;32,41194017;19,25794336;6,050033691;1,012243493;4,895084798;Совмещенный;0;0;Нет;Косметический;2.6;Нет;;0;0;Открытая;Панельный;Нет;3 453 622;Свободная продажа;2032,016787;Нет;Да
Новостройка;Московский;1;Нет;38,77534874;12,77467532;20,88972362;4,809495048;20,25788898;Совмещенный;0;0;Да;Без отделки;2.7 ;Буревестник;16;0,961995201;1,027527939;Открытая;Кирпичный;Нет;7 132 531;Долевое участие (214-ФЗ);2003,968032;Да;Да
Вторичка;Ленинский;1;Нет;37,92346426;19,91080971;8,145995084;7,269995129;9,663530828;Совмещенный;1;0;Нет;Евро;2.8 ;Двигатель революции;14;0;0,994683885;Открытая;Кирпичный;Нет;8 228 223;Свободная продажа;2098,391826;Нет;Нет
Новостройка;Нижегородский;2;Нет;61,85541242;27,50949305;15,27141148;5,993427983;18,77985026;Раздельный;0;0;Да;Без отделки;2.7 ;Нет;;1,025551276;1,022689986;Подземная, открытая;Монолитный;Нет;8 469 166;Долевое участие (214-ФЗ);1945,370136;Да;Да
Новостройка;Нижегородский;3;Нет;74,77447525;45,49931562;16,20882743;13,44648032;24,896979;Раздельный;0;0;Да;Без отделки;2.8;Нет;;1,022868853;1,011837817;Подземная;Панельный;Нет;12 610 132;Долевое участие (214-ФЗ);2064,006929;Да;Да
Новостройка;Советский ;2;Нет;69,39573276;36,84378497;18,10533567;8,064244859;15,37629767;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;0,993971105;0,976914442;Открытая;Монолитный;Нет;12 998 697;Свободная продажа;1993,544575;Да;Да
Вторичка;Советский;2;Нет;44,94955594;26,69566446;6,346216061;2,916595736;4,793329716;Совмещенный;0;1;Нет;Косметический;2.5 ;Нет;;0;0;Открытая;Кирпичный;Да;6 952 247;Свободная продажа;2008,598261;Нет;Да
Вторичка;Нижегородский;1;Нет;34,69382442;17,97397938;10,28592216;8,719814605;11,79756834;Раздельный;1;0;Нет;Евро;2.6;Нет;;0,982491287;0,987137731;Открытая;Кирпичный;Да;7 099 511;Свободная продажа;1994,811563;Нет;Да
Вторичка;Нижегородский;3;Нет;74,13772433;50,31288988;8,349901427;4,046832953;5,001533085;Раздельный;0;0;Нет;Косметический;2.7 ;Нет;;0;0;Открытая;Кирпичный;Да;13 007 587;Свободная продажа;1880,993971;Нет;Да
Вторичка;Нижегородский;1;Нет;31,32530905;17,6008774;6,395051055;3,919282968;4,847927457;Совмещенный;0;1;Нет;Косметический;2.6;Нет;;0;0;Открытая;Кирпичный;Да;6 822 688;Свободная продажа;1891,214263;Нет;Да
Вторичка;Советский;1;Нет;36,13241498;16,88578098;10,61360678;4,056005478;9,58358247;Совмещенный;1;0;Нет;Евро;2.6 ;Нет;;1,033221104;0,956921444;Открытая;Монолитный;Да;7 168 862;Свободная продажа;2015,559207;Нет;Да
Вторичка;Ленинский;2;Нет;45,83808655;32,49428831;5,646604851;3,017988189;5,153887871;Совмещенный;0;1;Нет;Косметический;2.6 ;Двигатель революции;4;0;0;Открытая;Панельный;Нет;4 949 313;Свободная продажа;2063,16306;Нет;Да
Вторичка;Приокский;2;Нет;52,37343304;28,36976832;8,622041216;3,038802255;9,325897576;Совмещенный;1;0;Нет;Евро;2.5 ;Нет;;0;0,950281814;Открытая;Кирпичный;Нет;8 902 982;Свободная продажа;1938,644907;Нет;Да
Вторичка;Автозавдский;2;Нет;39,22511472;27,7702099;5,700887204;4,906694744;5,127484363;Совмещенный;0;1;Нет;Евро;2.6;Нет;;0;0;Открытая;Панельный;Да;5 762 407;Свободная продажа;1947,550343;Нет;Да
Новостройка;Автозаводский;3;Нет;78,34583511;43,44019524;16,47795301;4,172776985;9,780978374;Раздельный;1;0;Да;Чистовая;2.7 ;Нет;;0,974486008;1,023232381;Открытая;Панельный;Нет;13 355 764;Долевое участие (214-ФЗ);2029,030571;Да;Да
Вторичка;Сормовский;2;Нет;45,07084442;28,6693554;5,380534801;2,008606868;4,888082209;Совмещенный;0;1;Нет;Косметический;2.6;Нет;;0;0;Открытая;Панельный;Да;5 180 601;Альтернативная;2060,333444;Нет;Нет
Вторичка;Нижегородский;2;Нет;63,52974905;28,5324176;13,51800676;8,865699317;9,859604621;Раздельный;1;0;Нет;Дизайнерский;2.6;Нет;;1,048906524;1,03962111;Подземная, открытая;Монолитный;Да;14 276 093;Свободная продажа;1944,224519;Да;Да
Новостройка;Нижегородский;1;Нет;41,25534603;16,98410141;12,5996411;13,30837619;24,46542036;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1,0329611;1,040617715;Подземная;Панельный;Нет;8 999 907;Долевое участие (214-ФЗ);2094,328535;Да;Да
Новостройка;Московский;2;Нет;62,99196392;24,47264337;24,77997019;4,179823781;23,91493085;Раздельный;0;0;Да;Без отделки;2.7 ;Буревестник;16;1,016469489;0,971200388;Открытая;Кирпичный;Нет;9 477 521;Долевое участие (214-ФЗ);2090,173642;Да;Да
Новостройка;Сормовский;3;Нет;88,78350996;36,90716614;25,13802442;2,937634621;10,48463184;Раздельный;0;1;Да;Без отделки;2.7 ;Нет;;0,976901085;1,023154125;Открытая;Монолитный;Нет;14 445 039;Долевое участие (214-ФЗ);2027,785021;Да;Да
Вторичка;Автозаводский;3;Нет;63,74636991;37,95284621;9,064776437;0,994046784;10,45900707;Раздельный;1;0;Нет;Косметический;2.6;Комсомольская;13;0;1,002010208;Открытая;Монолитный;Да;7 540 681;Свободная продажа;1916,420157;Нет;Да
Новостройка;Канавинский;3;Нет;72,0722012;43,61081723;11,7315677;2,961394552;8,951938893;Раздельный;1;0;Да;Предчистовая;2.7 ;Нет;;1,029672359;0,98902258;Открытая;Панельный;Нет;7 982 939;Свободная продажа;1950,996126;Да;Да
Вторичка;Ленинский;2;Нет;50,68464013;25,46928048;11,59343652;6,702586549;10,40433549;Раздельный;1;0;Нет;Евро;2.7 ;Двигатель революции;10;0,963081603;0,977206115;Открытая;Монолитно-кирпичный;Нет;10 852 001;Свободная продажа;1953,54504;Нет;Да
Новостройка;Сормовский;1;Нет;41,66609963;14,37580321;14,16515574;5,058975507;9,766939191;Раздельный;0;0;Да;Без отделки;2.7 ;Нет;;1,012120871;0,971908873;Открытая;Монолитный;Нет;7 042 697;Долевое участие (214-ФЗ);2003,569979;Да;Да
Новостройка;Нижегородский;2;Нет;56,91789774;27,30375863;13,86860356;4,139093841;16,12008219;Совмещенный;0;0;Да;Предчистовая;2.7 ;Горьковская;28;1,906132795;2,081799174;Подземная;Монолитный;Нет;10 535 215;Долевое участие (214-ФЗ);2121,097078;Да;Да
Вторичка;Ленинский;2;Нет;46,75806006;31,09118957;5,369378857;0,975716257;5,200685496;Совмещенный;0;0;Нет;Косметический;2.5 ;Заречная;12;0;0;Открытая;Панельный;Да;6 244 138;Свободная продажа;1897,045642;Нет;Да
Новостройка;Ленинский;1;Да;24,3418051;11,55439169;5,05881817;10,4538007;29,26813441;Совмещенный;0;0;Да;Без отделки;2.7 ;Ленинская ;18;1,029789937;1,036479526;Подземная, открытая;Монолитно-кирпичный;Нет;6 540 931;Долевое участие (214-ФЗ);1959,729916;Да;Да
Новостройка;Канавинский;2;Нет;51,54426396;30,41183586;9,107872128;18,00803345;21,26745668;Совмещенный;1;0;Да;Предчистовая;2.8 ;Нет;;1,048086658;0,97058805;Подземная;Монолитно-кирпичный;Нет;8 129 829;Долевое участие (214-ФЗ);2053,98511;Да;Да
Новостройка;Нижегородский;2;Нет;56,9573073;24,81846477;14,01310734;6,108020431;19,83924577;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1,025508408;1,000288547;Подземная, открытая;Монолитный;Нет;8 637 021;Долевое участие (214-ФЗ);2062,885941;Да;Да
Вторичка;Нижегородский;3;Нет;55,83840972;32,31877592;8,817689234;2,05944653;9,237606755;Раздельный;0;1;Нет;Дизайнерский;2.5 ;Нет;;0;0,979141739;Открытая;Кирпичный;Да;9 076 707;Свободная продажа;1873,162066;Нет;Нет
Вторичка;Нижегородский;1;Нет;32,22907261;18,65278538;6,037702849;3,89882374;5,215855329;Совмещенный;0;1;Нет;Косметический;2.6;Нет;;0;0;Открытая;Кирпичный;Да;6 840 988;Свободная продажа;2060,773925;Нет;Да
Вторичка;Советский;1;Нет;30,70453385;22,62533417;6,565465598;4,908373145;5,043842308;Совмещенный;0;0;Нет;Дизайнерский;2.6;Нет;;0;1,033300079;Открытая;Кирпичный;Да;5 211 196;Свободная продажа;2039,947993;Нет;Нет
Вторичка;Ленинский;1;Нет;29,85570253;18,73180776;5,503684683;0,997130772;5,074181678;Совмещенный;0;0;Нет;Косметический;2.6;Заречная ;6;0;0;Открытая;Панельный;Нет;4 410 830;Свободная продажа;1873,594319;Нет;Нет
Новостройка;Кстовский;2;Нет;56,25880117;26,07325451;14,87226617;9,697168273;26,18002709;Раздельный;0;0;Да;Чистовая;2.7 ;Нет;;0,985577783;1,006115319;Открытая;Панельный;Нет;8 422 348;Долевое участие (214-ФЗ);1997,494642;Да;Да
Вторичка;Канавинский ;1;Нет;29,5414183;16,14021006;6,016188242;4,002560187;5,067838859;Совмещенный;0;1;Нет;Евро;2.5 ;Нет;;0;0;Открытая;Кирпичный;Да;4 268 663;Альтернативная;2036,258777;Нет;Да
Вторичка;Нижегородский;2;Нет;46,68866965;27,79964491;7,069729654;1,036020529;9,313803252;Совмещенный;0;0;Нет;Косметический;2.5 ;Горьковская ;13;0;0,959339835;Открытая;Кирпичный;Нет;8 009 732;Свободная продажа;2060,086982;Нет;Да
Вторичка;Канавинский ;2;Нет;44,14959616;31,47334236;6,202973543;4,886005628;4,900203466;Совмещенный;0;1;Нет;Евро;2.6;Нет;;0;0;Открытая;Кирпичный;Да;4 926 298;Альтернативная;1970,006372;Нет;Нет
Новостройка;Канавинский;3;Нет;61,78855573;30,04348839;10,18616965;9,607348349;23,85788083;Раздельный;1;0;Да;Предчистовая;3;Чкаловская;1;0,959586495;0,960976517;Подземная;Монолитно-кирпичный;Нет;12 294 776;Долевое участие (214-ФЗ);2051,255821;Да;Да
Вторичка;Сормовский;2;Нет;43,48879237;29,0363584;6,901267451;0,98942173;9,157066994;Раздельный;1;0;Нет;Косметический;2.6;Нет;;0;1,030832483;Открытая;Панельный;Да;5 896 419;Альтернативная;1954,203748;Нет;Да
Новостройка;Канавинский;1;Нет;36,81675331;15,49958494;9,120083315;3,828337626;8,899502871;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;0,998110459;1,034069732;Открытая;Панельный;Нет;6 970 372;Свободная продажа;1945,5753;Да;Да
Вторичка;Автозаводский;1;Нет;32,18502946;18,30971278;5,391473763;5,108625648;5,114402313;Совмещенный;0;1;Нет;Косметический;2.5 ;Парк культуры;30;0;0;Открытая;Панельный;Да;3 911 732;Альтернативная;1976,790097;Нет;Да
Вторичка;Автозаводский;1;Нет;33,68033784;17,11570814;8,253190412;3,044946817;9,383548411;Совмещенный;0;0;Нет;Косметический;2.6 ;Нет;;0;1,013610317;Открытая;Панельный;Да;5 138 940;Свободная продажа;2051,94419;Нет;Да
Новостройка;Кстовский;2;Нет;59,57156232;26,09471461;18,01811803;8,958370163;25,78264728;Раздельный;0;0;Да;Чистовая;2.7 ;Нет;;0,962134034;0,952894614;Открытая;Панельный;Нет;7 972 204;Долевое участие (214-ФЗ);2026,606842;Да;Да
Вторичка;Нижегородский;3;Нет;55,62962407;38,16127003;8,79943768;6,070662202;8,886589513;Раздельный;0;1;Нет;Требует ремонта;2.6 ;Горьковская;17;0;0,962913235;Открытая;Кирпичный;Нет;9 381 533;Свободная продажа;1902,25257;Нет;Нет
Вторичка;Кстовский;1;Нет;37,17058383;9,958920713;19,16399636;1,039632247;4,051817098;Совмещенный;0;1;Нет;Евро;2.7 ;Нет;;0;0;Открытая;Кирпичный;Да;5 729 907;Свободная продажа;1997,683783;Нет;Да
Вторичка;Кстовский;1;Нет;36,44653434;10,64524232;18,66978949;17,14328096;22,87565354;Совмещенный;1;0;Нет;Евро;2.7 ;Нет;;0,98553282;2,01986877;Открытая;Монолитный;Да;5 776 829;Альтернативная;2118,605085;Нет;Да
Вторичка;Автозаводский;2;Нет;45,03143084;25,72761515;7,026853852;4,754053429;10,37238244;Совмещенный;1;0;Нет;Евро;2.7 ;Парк культуры;17;1,047521044;0;Открытая;Блочный;Да;8 520 915;Альтернативная;2093,584586;Нет;Да
Вторичка;Приокский;1;Нет;31,31664122;16,8615276;5,429745848;1,001885487;4,89776613;Совмещенный;0;0;Нет;Евро;2.6;Нет;;0;0;Открытая;Кирпичный;Нет;5 368 267;Свободная продажа;1983,908594;Нет;Да
Новостройка;Нижегородский;2;Нет;57,71399949;29,83276302;15,28292142;16,34257406;18,42759223;Раздельный;0;0;Да;Без отделки;2.7 ;Нет;;1,024978652;0,976574689;Подземная, открытая;Монолитный;Нет;8 607 803;Долевое участие (214-ФЗ);1981,195464;Да;Да
Вторичка;Ленинский;2;Нет;49,21670835;31,13218595;8,639342148;6,209009548;8,793634799;Совмещенный;1;0;Нет;Евро;2.6 ;Заречная ;7;0;0,969301767;Открытая;Кирпичный;Да;7 292 447;Свободная продажа;1894,721031;Нет;Да
Вторичка;Автозаводский;2;Нет;44,24197123;29,69019977;6,761107514;7,161719909;9,374678368;Раздельный;0;1;Нет;Косметический;2.5 ;Нет;;0;0,991672868;Открытая;Кирпичный;Да;6 911 087;Свободная продажа;1947,869242;Нет;Нет
Вторичка;Канавинский ;2;Нет;32,25421891;20,79326163;5,552712536;0,979238934;1,997803512;Совмещенный;0;0;Нет;Косметический;2.6;Нет;;0;0;Открытая;Блочный;Нет;2 843 354;Свободная продажа;1885,147422;Нет;Нет
Новостройка;Московский;2;Нет;62,20837196;28,7388892;12,65382187;3,057066963;11,27116766;Раздельный;0;0;Да;Предчистовая;2.7 ;Московская;11;1,040239875;0,997123828;Открытая;Монолитно-кирпичный;Нет;12 136 159;Долевое участие (214-ФЗ);2058,481674;Да;Да
Вторичка;Нижегородский;1;Нет;31,97188924;18,44889365;6,040389798;3,943128329;5,066329475;Совмещенный;0;1;Нет;Косметический;2.6;Нет;;0;0;Открытая;Кирпичный;Да;6 631 762;Свободная продажа;1981,482609;Нет;Да
Новостройка;Кстовский;3;Нет;68,8376941;35,32240545;14,08055526;9,771150658;25,95299936;Раздельный;0;0;Да;Чистовая;2.7 ;Нет;;0,957168873;0,995130781;Открытая;Панельный;Нет;9 943 780;Долевое участие (214-ФЗ);1961,956804;Да;Да
Вторичка;Советский;1;Нет;33,50069;16,23911334;10,48440225;4,082606799;9,668403443;Совмещенный;1;0;Нет;Евро;2.6 ;Нет;;0,978457708;0,970129709;Открытая;Монолитный;Да;7 527 402;Свободная продажа;2058,562353;Нет;Да
Вторичка;Московский;1;Нет;31,49916819;18,1192406;5,141981832;2,998109978;6,03488726;Совмещенный;0;1;Нет;Евро;2.5 ;Буревестник;27;0;0;Открытая;Кирпичный;Да;4 834 305;Свободная продажа;2026,021321;Нет;Да
Вторичка;Кстовский;1;Нет;31,16840887;14,59545076;8,631934519;1,911443683;2,905050082;Совмещенный;0;0;Нет;Евро;2.6;Нет;;0;0;Открытая;Панельный;Да;3 813 206;Свободная продажа;1980,918399;Нет;Да
Новостройка;Кстовский;2;Нет;58,98137431;22,3648084;19,5381838;17,78748815;23,93316305;Совмещенный;0;0;Да;Предчистовая;2.7 ;Нет;;0,97012359;1,034685158;Открытая;Монолитный;Нет;8 380 723;Долевое участие (214-ФЗ);1997,652849;Да;Да
Вторичка;Нижегородский;1;Нет;45,35648121;18,16441431;11,0356599;6,178792865;9,887791476;Совмещенный;1;0;Нет;Евро;2.5 ;Нет;;1,04453406;1,034418807;Открытая;Кирпичный;Да;9 066 466;Свободная продажа;2009,806957;Нет;Да
Вторичка;Сормовский;2;Нет;43,05836841;27,67802716;7,387669047;8,350519732;8,841273798;Раздельный;1;0;Нет;Косметический;2.6;Буревестник;14;0;0,986675654;Открытая;Панельный;Нет;5 283 403;Свободная продажа;2024,114642;Нет;Да
Новостройка;Нижегородский;1;Нет;38,76604266;14,71638108;13,65937002;3,01310108;19,94067283;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;0,957145954;1,029819082;Подземная, открытая;Монолитный;Нет;5 917 062;Долевое участие (214-ФЗ);2008,805121;Да;Да
Вторичка;Советский;2;Нет;46,13086411;32,13625487;5,107635506;3,018906389;4,851369808;Совмещенный;0;1;Нет;Косметический;2.6 ;Нет;;0;0;Открытая;Панельный;Да;5 706 175;Свободная продажа;1873,035003;Нет;Да
Вторичка;Московский;1;Нет;31,17688319;19,5851168;5,215371737;2,874411938;5,728929316;Совмещенный;0;1;Нет;Косметический;2.6;Нет;;0;0;Открытая;Кирпичный;Нет;3 507 337;Свободная продажа;1937,91289;Нет;Да
Вторичка;Автозаводский;1;Нет;29,75196072;17,25450205;5,814019642;10,27065547;11,05275785;Совмещенный;1;0;Нет;Косметический;2.6;Парк культуры;29;0,972161623;0,987209596;Открытая;Блочный;Да;4 662 347;Свободная продажа;1935,393929;Нет;Да
Вторичка;Нижегородский;3;Нет;57,01743841;41,86600408;6,021527009;6,155148353;8,692377776;Раздельный;0;1;Нет;Требует ремонта;2.5 ;Нет;;0;0,954564801;Открытая;Кирпичный;Нет;7 741 265;Свободная продажа;1951,106769;Нет;Да
Вторичка;Советский;2;Нет;55,28292853;24,70684306;17,75865553;4,969688777;14,96679328;Совмещенный;0;0;Нет;Дизайнерский;2.7 ;Нет;;1,005236491;1,048107269;Открытая;Монолитный;Нет;13 266 491;Свободная продажа;1995,241311;Да;Да
Вторичка;Канавинский ;2;Нет;38,43386735;28,90843793;5,815603253;2,999239752;2,865739524;Совмещенный;0;0;Нет;Требует ремонта;2.8 ;Нет;;0;0;Открытая;Кирпичный;Нет;3 131 768;Свободная продажа;2017,640092;Нет;Да
Новостройка;Нижегородский;1;Да;29,57023063;12,31214862;6,741874279;21,3615587;31,34661514;Совмещенный;0;0;Да;Без отделки;2.6;Нет;;1,046707859;0,996684716;Подземная;Монолитный;Нет;8 908 899;Долевое участие (214-ФЗ);1991,487212;Да;Да
Новостройка;Канавинский;4;Нет;82,16154006;46,60588463;11,82770752;14,60381411;25,53842625;Раздельный;1;0;Да;Предчистовая;2.7 ;Чкаловская;1;0,955975645;0,966171207;Подземная;Монолитно-кирпичный;Нет;16 756 337;Долевое участие (214-ФЗ);1983,677359;Да;Да
Новостройка;Нижегородский;3;Нет;133,6828724;113,1460824;4,622969834;5,986700313;6,038485259;Раздельный;0;1;Да;Без отделки;2.7 ;Горьковская;12;0,967410412;0,961686766;Подземная, открытая;Монолитно-кирпичный;Нет;57 930 361;Долевое участие (214-ФЗ);2015,417913;Да;Да
Вторичка;Советский;3;Нет;72,84912367;43,55981678;25,40897831;1,003374485;11,50379987;Совмещенный;1;0;Нет;Евро;2.6;Нет;;0,977025271;1,00398709;Открытая;Кирпичный;Нет;9 875 111;Альтернативная;2058,730703;Нет;Нет
Вторичка;Канавинский ;2;Нет;50,35836146;28,8961212;9,911195957;4,095795775;9,114002404;Раздельный;1;0;Нет;Косметический;2.5 ;Стрелка ;27;0;1,019015917;Открытая;Панельный;Да;8 084 997;Свободная продажа;1960,077888;Нет;Нет
Вторичка;Сормовский;3;Нет;99,77186449;58,41160166;10,36095372;3,029444591;2,857301386;Раздельный;0;0;Нет;Евро;2.7 ;Буревестник;14;0;0;Открытая;Кирпичный;Да;8 864 780;Свободная продажа;2028,660921;Нет;Нет
Новостройка;Канавинский;1;Да;43,45657346;30,18475205;6,050452517;2,003922692;12,59066317;Совмещенный;0;0;Да;Без отделки;2.7 ;Ленинская ;4;1,001419001;0,969303026;Открытая;Монолитно-кирпичный;Нет;8 242 008;Долевое участие (214-ФЗ);1977,89932;Да;Да
Вторичка;Нижегородский;1;Нет;32,81214506;17,00955907;6,024765446;5,102396316;5,246782164;Совмещенный;0;1;Нет;Евро;2.5 ;Нет;;0;0;Открытая;Кирпичный;Да;6 501 870;Свободная продажа;1658,622;Нет;Да
Новостройка;Нижегородский;1;Нет;37,92110426;13,11304778;15,91772863;6,187213767;19,18381318;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1,03203362;0,960758329;Подземная, открытая;Монолитный;Нет;6 035 704;Долевое участие (214-ФЗ);2116,224221;Да;Да
Вторичка;Советский;3;Нет;63,70854521;40,31388691;12,03339501;7,186600659;10,38716816;Раздельный;0;1;Нет;Дизайнерский;2.5 ;Нет;;0;0,9579953;Открытая;Монолитный;Нет;12 332 361;Свободная продажа;2058,950314;Да;Нет
Новостройка;Канавинский;1;Нет;38,18927638;12,70981027;17,00685092;1,947660536;24,43758912;Совмещенный;1;0;Да;Предчистовая;2.7 ;Чкаловская;10;2,099711007;2,025213212;Подземная, открытая;Монолитно-кирпичный;Нет;6 586 538;Долевое участие (214-ФЗ);2002,131434;Да;Да
Новостройка;Приокский;1;Нет;40,01372792;15,20652307;14,06485826;2,039490461;3,937411041;Совмещенный;0;0;Да;Предчистовая;2.7 ;Нет;;1,021844106;0,964226025;Открытая;Монолитный;Нет;4 592 864;Долевое участие (214-ФЗ);2034,082575;Да;Да
Вторичка;Советский;1;Нет;25,34885576;10,66253131;7,31761786;3,040623168;9,133408309;Совмещенный;0;0;Нет;Косметический;2.5 ;Горьковская ;15;0;1,020020859;Открытая;Панельный;Да;5 988 124;Свободная продажа;2015,876242;Нет;Нет
Вторичка;Сормовский;1;Нет;38,99427612;15,79125343;8,419142985;9,109267279;12,41892065;Раздельный;1;0;Нет;Косметический;2.6 ;Нет;;1,012240689;0,968772793;Открытая;Кирпичный;Да;6 648 744;Свободная продажа;1962,465317;Нет;Нет
